IQ,CGPA,Communication_Skills,Projects_Completed
102,5.92,8,3
112,5.65,2,5
105,8.2,9,0
93,9.73,3,2
116,9.05,10,3
83,6.57,6,5
104,7.39,4,1
76,7.0,5,2
103,9.02,3,1
102,8.59,10,5
125,7.45,8,3
76,6.65,10,1
90,10.04,10,5
112,8.54,8,2
105,9.42,7,2
102,8.16,7,3
85,8.66,2,3
91,8.68,10,4
118,6.63,6,2
99,9.8,4,5
105,5.43,9,4
98,9.02,5,1
82,9.48,6,3
114,6.42,7,5
107,8.03,2,0
134,7.43,1,5
84,8.6,6,1
112,9.56,9,4
80,7.76,7,2
102,9.42,9,3
114,6.53,3,3
68,5.96,5,5
96,7.06,6,1
91,8.6,6,5
89,5.96,5,1
105,7.91,2,3
116,7.39,10,4
98,8.55,3,2
103,5.62,6,3
101,7.87,9,3
100,8.52,10,1
83,9.73,8,2
116,8.58,8,3
104,8.55,8,1
105,9.26,6,0
87,8.66,3,3
93,6.84,5,0
97,9.38,8,2
76,8.59,3,2
74,6.68,1,3
90,8.73,1,5
107,9.12,7,4
90,9.44,6,1
84,9.93,5,1
87,6.62,8,4
93,6.62,8,0
94,5.16,1,5
132,6.44,7,5
115,8.97,2,2
115,7.17,4,3
117,7.91,1,1
85,7.92,2,1
81,9.17,10,3
83,5.93,9,3
120,6.33,1,1
91,7.15,7,1
81,6.34,4,1
93,10.07,7,3
96,9.04,7,5
104,7.61,10,0
103,9.53,3,1
87,6.89,2,0
110,9.22,3,1
90,6.25,5,3
97,8.78,8,4
110,7.17,9,0
90,5.16,4,4
91,6.65,6,1
108,7.27,4,1
87,8.5,9,5
94,5.72,5,3
108,8.39,2,4
130,8.56,1,4
109,7.79,5,1
107,8.68,8,2
107,6.03,6,5
83,7.53,7,2
101,9.67,9,4
99,8.54,4,4
104,8.28,5,0
101,8.73,9,1
105,6.7,3,2
95,8.04,1,3
100,10.04,8,0
81,5.48,9,2
95,9.53,10,1
120,5.69,10,1
104,6.99,4,5
99,8.94,6,1
128,9.14,7,2
79,9.17,7,1
83,9.9,8,5
125,7.29,6,3
100,7.8,7,5
96,7.19,9,1
82,6.44,6,0
106,7.48,2,5
108,8.58,4,3
83,7.35,5,0
97,8.58,8,5
94,9.22,4,5
103,5.21,1,0
83,8.07,1,4
118,6.78,2,4
113,7.48,8,1
94,8.87,3,3
96,8.23,6,2
97,9.88,7,4
88,8.8,1,3
93,8.23,5,4
95,8.38,2,5
124,4.97,7,3
114,4.89,3,1
114,4.99,9,0
105,7.66,1,4
83,5.74,2,0
99,10.28,9,5
114,7.98,7,0
81,8.19,3,2
109,5.91,8,2
134,6.12,5,1
115,6.38,2,3
121,8.48,10,1
103,7.33,1,3
114,7.68,6,5
89,8.23,4,2
111,8.72,2,1
109,5.11,1,3
104,9.18,7,5
119,7.65,4,2
91,8.14,1,3
97,6.9,10,1
101,7.48,1,4
84,6.57,7,4
103,9.54,5,5
74,7.49,1,1
115,9.57,9,5
100,7.91,3,0
92,5.82,10,5
87,7.24,1,4
96,5.59,2,5
110,9.99,10,4
108,9.29,6,4
89,8.25,3,0
87,8.04,10,2
109,8.22,8,2
89,10.05,1,0
100,6.02,1,5
101,8.57,8,0
104,8.27,1,1
112,9.91,4,1
81,9.35,6,5
71,9.86,1,1
91,7.97,4,2
127,6.5,5,5
130,7.35,1,3
127,8.73,2,4
97,8.54,2,1
73,4.62,6,4
64,7.81,2,0
90,6.52,6,2
97,9.54,9,1
119,5.42,2,5
113,8.07,7,5
103,6.74,1,3
86,6.57,9,5
85,10.02,4,2
103,5.99,5,0
110,5.92,4,5
105,5.76,10,5
84,7.06,9,5
109,8.48,1,4
106,6.31,10,2
83,8.17,6,4
88,5.27,5,5
110,9.37,8,1
96,8.91,2,5
123,10.01,4,5
107,9.35,5,0
92,6.3,8,3
99,7.07,1,2
100,8.75,7,5
89,5.86,8,4
86,6.72,1,0
110,5.99,5,0
112,7.23,6,1
109,7.27,10,2
122,6.19,5,1
91,5.31,9,1
125,8.62,4,1
86,5.29,2,0
84,9.69,9,4
73,5.76,2,4
93,8.48,2,3
92,6.92,6,5
107,5.26,9,3
103,7.35,5,4
82,7.56,10,1
94,9.37,2,0
94,8.19,6,1
73,5.89,1,1
85,6.27,10,1
88,6.49,10,2
121,5.27,3,2
102,6.86,3,1
109,10.09,10,3
77,7.39,6,3
117,8.44,4,4
119,8.29,8,0
70,9.34,7,2
89,6.25,9,5
107,8.92,5,1
109,9.77,5,5
